filename,reason
aug_0208_mouse_v3_001_t000633.jpg,excluded
aug_0209_mouse_v3_004_t003833.jpg,excluded
aug_0210_mouse_v3_006_t005567.jpg,excluded
aug_0211_mouse_v3_007_t006633.jpg,excluded
aug_0212_mouse_v3_008_t007167.jpg,excluded
aug_0213_mouse_v3_009_t007967.jpg,excluded
aug_0214_mouse_v3_011_t010500.jpg,excluded
aug_0215_mouse_v3_012_t011433.jpg,excluded
aug_0216_mouse_v3_013_t012100.jpg,excluded
aug_0217_mouse_v3_014_t012900.jpg,excluded
aug_0218_mouse_v3_015_t014100.jpg,excluded
aug_0219_mouse_v3_019_t017833.jpg,excluded
aug_0220_mouse_v3_025_t023300.jpg,excluded
aug_0221_mouse_v3_026_t024233.jpg,excluded
aug_0222_mouse_v3_027_t024633.jpg,excluded
aug_0223_mouse_v3_028_t025833.jpg,excluded
aug_0224_mouse_v3_029_t026367.jpg,excluded
aug_0225_mouse_v3_030_t027700.jpg,excluded
aug_0226_mouse_v3_031_t028500.jpg,excluded
aug_0227_mouse_v3_032_t029033.jpg,excluded
aug_0228_mouse_video02_0000.jpg,excluded
aug_0229_mouse_video02_0001.jpg,excluded
aug_0230_mouse_video02_0002.jpg,excluded
aug_0231_mouse_video02_0003.jpg,excluded
aug_0232_mouse_video02_0004.jpg,excluded
aug_0233_mouse_video02_0005.jpg,excluded
aug_0234_mouse_video02_0006.jpg,excluded
aug_0235_mouse_video02_0007.jpg,excluded
aug_0236_mouse_video02_0008.jpg,excluded
aug_0237_mouse_video02_0009.jpg,excluded
aug_0238_mouse_video02_0010.jpg,excluded
aug_0239_mouse_video02_0011.jpg,excluded
aug_0240_mouse_video02_0012.jpg,excluded
aug_0241_mouse_video02_0013.jpg,excluded
aug_0242_mouse_video02_0014.jpg,excluded
aug_0243_mouse_video02_0015.jpg,excluded
aug_0244_mouse_video02_0016.jpg,excluded
aug_0245_mouse_video02_0017.jpg,excluded
aug_0246_mouse_video02_0018.jpg,excluded
aug_0247_mouse_video02_0019.jpg,excluded
aug_0248_mouse_video02_0020.jpg,excluded
aug_0249_mouse_video02_0021.jpg,excluded
aug_0250_mouse_video02_0022.jpg,excluded
aug_0251_mouse_video02_0023.jpg,excluded
aug_0252_mouse_video02_0024.jpg,excluded
aug_0253_mouse_video02_0025.jpg,excluded
aug_0254_mouse_video02_0026.jpg,excluded
aug_0255_mouse_video02_0027.jpg,excluded
aug_0256_mouse_video02_0028.jpg,excluded
aug_0257_mouse_video02_0029.jpg,excluded
aug_0258_mouse_video02_0030.jpg,excluded
aug_0259_mouse_video02_0031.jpg,excluded
aug_0260_mouse_video02_0032.jpg,excluded
aug_0261_mouse_video02_0033.jpg,excluded
aug_0262_mouse_video02_0034.jpg,excluded
aug_0263_mouse_video02_0035.jpg,excluded
aug_0264_mouse_video02_0036.jpg,excluded
aug_0265_mouse_video02_0037.jpg,excluded
aug_0266_mouse_video02_0038.jpg,excluded
aug_0267_mouse_video02_0039.jpg,excluded
aug_0268_mouse_video02_0040.jpg,excluded
aug_0269_mouse_video02_0041.jpg,excluded
aug_0270_mouse_video02_0042.jpg,excluded
aug_0271_mouse_video02_0043.jpg,excluded
aug_0272_mouse_video02_0044.jpg,excluded
aug_0273_mouse_video02_0045.jpg,excluded
aug_0274_mouse_video02_0046.jpg,excluded
aug_0275_mouse_video02_0047.jpg,excluded
aug_0276_mouse_video02_0048.jpg,excluded
aug_0277_mouse_video02_0049.jpg,excluded
aug_0278_mouse_video02_0050.jpg,excluded
aug_0279_mouse_video02_0051.jpg,excluded
aug_0280_mouse_video02_0052.jpg,excluded
aug_0281_mouse_video02_0053.jpg,excluded
aug_0282_mouse_video02_0054.jpg,excluded
aug_0283_mouse_video02_0055.jpg,excluded
aug_0284_mouse_video02_0056.jpg,excluded
aug_0285_mouse_video02_0057.jpg,excluded
aug_0286_mouse_video02_0058.jpg,excluded
aug_0287_mouse_video02_0059.jpg,excluded
aug_0288_mouse_video02_0060.jpg,excluded
aug_0289_mouse_video02_0061.jpg,excluded
aug_0290_mouse_video02_0062.jpg,excluded
aug_0291_mouse_video02_0063.jpg,excluded
aug_0292_mouse_video02_0064.jpg,excluded
aug_0293_mouse_video02_0065.jpg,excluded
aug_0294_mouse_video02_0066.jpg,excluded
aug_0295_mouse_video02_0067.jpg,excluded
aug_0296_mouse_video02_0068.jpg,excluded
aug_0297_mouse_video02_0069.jpg,excluded
aug_0298_mouse_video02_0070.jpg,excluded
aug_0299_mouse_video02_0071.jpg,excluded
aug_0300_mouse_video02_0072.jpg,excluded
aug_0301_mouse_video02_0073.jpg,excluded
aug_0302_mouse_video02_0074.jpg,excluded
aug_0303_mouse_video02_0075.jpg,excluded
aug_0304_mouse_video02_0076.jpg,excluded
aug_0305_mouse_video02_0077.jpg,excluded
aug_0306_mouse_video02_0078.jpg,excluded
aug_0307_mouse_video02_0079.jpg,excluded
aug_0308_mouse_video02_0080.jpg,excluded
aug_0309_mouse_video02_0081.jpg,excluded
aug_0310_mouse_video02_0082.jpg,excluded
aug_0311_mouse_video02_0083.jpg,excluded
aug_0312_mouse_video02_0084.jpg,excluded
aug_0313_mouse_video02_0085.jpg,excluded
aug_0314_mouse_video02_0086.jpg,excluded
aug_0315_mouse_video02_0087.jpg,excluded
aug_0316_mouse_video02_0088.jpg,excluded
aug_0317_mouse_video02_0089.jpg,excluded
aug_0318_mouse_video02_0090.jpg,excluded
aug_0319_mouse_video02_0091.jpg,excluded
aug_0320_mouse_video02_0092.jpg,excluded
aug_0321_mouse_video02_0093.jpg,excluded
aug_0322_mouse_video02_0094.jpg,excluded
aug_0323_mouse_video02_0095.jpg,excluded
aug_0324_mouse_video02_0096.jpg,excluded
aug_0325_mouse_video02_0097.jpg,excluded
aug_0326_mouse_video02_0098.jpg,excluded
aug_0327_mouse_video02_0099.jpg,excluded
aug_0328_mouse_video02_0100.jpg,excluded
aug_0329_mouse_video02_0101.jpg,excluded
aug_0330_mouse_video02_0102.jpg,excluded
aug_0331_mouse_video02_0103.jpg,excluded
aug_0332_mouse_video02_0104.jpg,excluded
aug_0333_mouse_video02_0105.jpg,excluded
aug_0334_mouse_video02_0106.jpg,excluded
aug_0335_mouse_video02_0107.jpg,excluded
aug_0336_mouse_video02_0108.jpg,excluded
aug_0337_mouse_video02_0109.jpg,excluded
aug_0338_mouse_video02_0110.jpg,excluded
aug_0339_mouse_video02_0111.jpg,excluded
aug_0340_mouse_video02_0112.jpg,excluded
aug_0341_mouse_video02_0113.jpg,excluded
aug_0342_mouse_video02_0114.jpg,excluded
aug_0343_mouse_video02_0115.jpg,excluded
aug_0344_mouse_video02_0116.jpg,excluded
aug_0345_mouse_video02_0117.jpg,excluded
aug_0346_mouse_video02_0118.jpg,excluded
aug_0347_mouse_video02_0119.jpg,excluded
aug_0350_cup_v1_004_t004233.jpg,excluded
aug_0351_cup_v1_006_t006233.jpg,excluded
aug_0352_cup_v1_007_t006633.jpg,excluded
aug_0353_cup_v1_008_t008500.jpg,excluded
aug_0354_cup_v1_009_t009033.jpg,excluded
aug_0355_cup_v1_010_t009833.jpg,excluded
aug_0356_cup_v1_011_t011167.jpg,excluded
aug_0357_cup_v1_012_t011833.jpg,excluded
aug_0361_cup_v1_016_t015700.jpg,excluded
aug_0384_cup_v2_020_t024233.jpg,excluded
aug_0393_cup_v3_003_t004100.jpg,excluded
aug_0394_cup_v3_007_t009033.jpg,excluded
aug_0395_cup_v3_009_t010633.jpg,excluded
aug_0396_cup_v3_010_t011967.jpg,excluded
aug_0397_cup_v3_011_t013300.jpg,excluded
aug_0398_cup_v3_012_t015033.jpg,excluded
aug_0399_cup_v3_013_t015567.jpg,excluded
aug_0400_cup_v3_014_t016900.jpg,excluded
aug_0401_cup_v3_015_t019167.jpg,excluded
aug_0402_cup_v3_016_t020100.jpg,excluded
aug_0403_cup_v3_018_t022100.jpg,excluded
aug_0404_cup_v3_020_t025433.jpg,excluded
aug_0405_cup_v3_022_t027833.jpg,excluded
aug_0406_cup_v3_023_t028767.jpg,excluded
aug_0407_cup_v3_024_t029300.jpg,excluded
aug_0408_cup_v3_025_t030633.jpg,excluded
aug_0409_cup_v3_026_t031967.jpg,excluded
aug_0410_cup_v3_027_t033300.jpg,excluded
aug_0411_cup_v3_028_t035433.jpg,excluded
aug_0412_cup_v3_029_t036367.jpg,excluded
aug_0413_cup_v3_030_t037700.jpg,excluded
aug_0414_cup_v3_032_t039567.jpg,excluded
aug_0415_cup_video01_0000.jpg,excluded
aug_0416_cup_video01_0001.jpg,excluded
aug_0417_cup_video01_0002.jpg,excluded
aug_0418_cup_video01_0003.jpg,excluded
aug_0419_cup_video01_0004.jpg,excluded
aug_0420_cup_video01_0008.jpg,excluded
aug_0421_cup_video01_0009.jpg,excluded
aug_0422_cup_video01_0010.jpg,excluded
aug_0423_cup_video01_0011.jpg,excluded
aug_0424_cup_video01_0012.jpg,excluded
aug_0425_cup_video01_0013.jpg,excluded
aug_0426_cup_video01_0014.jpg,excluded
aug_0427_cup_video01_0021.jpg,excluded
aug_0428_cup_video01_0024.jpg,excluded
aug_0429_cup_video01_0025.jpg,excluded
aug_0430_cup_video01_0026.jpg,excluded
aug_0431_cup_video01_0027.jpg,excluded
aug_0432_cup_video01_0028.jpg,excluded
aug_0433_cup_video01_0029.jpg,excluded
aug_0434_cup_video01_0031.jpg,excluded
aug_0435_cup_video01_0032.jpg,excluded
aug_0436_cup_video01_0033.jpg,excluded
aug_0437_cup_video01_0036.jpg,excluded
aug_0438_cup_video01_0037.jpg,excluded
aug_0439_cup_video01_0038.jpg,excluded
aug_0440_cup_video01_0041.jpg,excluded
aug_0441_cup_video01_0043.jpg,excluded
aug_0442_cup_video01_0044.jpg,excluded
aug_0443_cup_video01_0045.jpg,excluded
aug_0444_cup_video01_0046.jpg,excluded
aug_0445_cup_video01_0047.jpg,excluded
aug_0446_cup_video01_0051.jpg,excluded
aug_0447_cup_video01_0052.jpg,excluded
aug_0448_cup_video01_0053.jpg,excluded
aug_0449_cup_video01_0054.jpg,excluded
aug_0450_cup_video01_0055.jpg,excluded
aug_0451_cup_video01_0056.jpg,excluded
aug_0452_cup_video01_0057.jpg,excluded
aug_0453_cup_video01_0058.jpg,excluded
aug_0454_cup_video01_0059.jpg,excluded
aug_0455_cup_video01_0060.jpg,excluded
aug_0456_cup_video01_0062.jpg,excluded
aug_0457_cup_video01_0063.jpg,excluded
aug_0458_cup_video01_0064.jpg,excluded
aug_0459_cup_video01_0065.jpg,excluded
aug_0460_cup_video01_0066.jpg,excluded
aug_0461_cup_video01_0067.jpg,excluded
aug_0462_cup_video01_0068.jpg,excluded
aug_0463_cup_video01_0069.jpg,excluded
aug_0464_cup_video01_0070.jpg,excluded
aug_0465_cup_video01_0071.jpg,excluded
aug_0466_cup_video01_0072.jpg,excluded
aug_0467_cup_video01_0073.jpg,excluded
aug_0468_cup_video01_0074.jpg,excluded
aug_0469_cup_video01_0075.jpg,excluded
aug_0470_cup_video01_0076.jpg,excluded
aug_0471_cup_video01_0077.jpg,excluded
aug_0472_cup_video01_0078.jpg,excluded
aug_0473_cup_video01_0081.jpg,excluded
aug_0474_cup_video01_0082.jpg,excluded
aug_0475_cup_video01_0083.jpg,excluded
aug_0476_cup_video01_0084.jpg,excluded
aug_0477_cup_video01_0085.jpg,excluded
aug_0478_cup_video01_0086.jpg,excluded
aug_0479_cup_video01_0087.jpg,excluded
aug_0480_cup_video01_0088.jpg,excluded
aug_0481_cup_video01_0089.jpg,excluded
aug_0482_cup_video01_0090.jpg,excluded
aug_0483_cup_video01_0091.jpg,excluded
aug_0484_cup_video01_0092.jpg,excluded
aug_0485_cup_video01_0093.jpg,excluded
aug_0486_cup_video01_0094.jpg,excluded
aug_0487_cup_video01_0095.jpg,excluded
aug_0488_cup_video01_0096.jpg,excluded
aug_0489_cup_video01_0097.jpg,excluded
aug_0490_cup_video01_0098.jpg,excluded
aug_0491_cup_video01_0100.jpg,excluded
aug_0492_cup_video01_0101.jpg,excluded
aug_0493_cup_video01_0102.jpg,excluded
aug_0494_cup_video01_0103.jpg,excluded
aug_0495_cup_video01_0104.jpg,excluded
aug_0496_cup_video01_0105.jpg,excluded
aug_0497_cup_video01_0106.jpg,excluded
aug_0498_cup_video01_0107.jpg,excluded
aug_0499_cup_video01_0108.jpg,excluded
aug_0500_cup_video01_0109.jpg,excluded
aug_0501_cup_video01_0111.jpg,excluded
aug_0502_cup_video01_0112.jpg,excluded
aug_0503_cup_video01_0113.jpg,excluded
aug_0504_cup_video01_0114.jpg,excluded
aug_0505_cup_video01_0115.jpg,excluded
aug_0506_cup_video01_0116.jpg,excluded
aug_0507_cup_video01_0117.jpg,excluded
aug_0508_cup_video01_0118.jpg,excluded
aug_0509_cup_video01_0119.jpg,excluded
aug_0518_mouse_v1_012_t013833.jpg,excluded
aug_0519_mouse_v1_014_t017167.jpg,excluded
aug_0520_mouse_v1_017_t020633.jpg,excluded
aug_0526_mouse_v1_024_t028367.jpg,excluded
aug_0528_mouse_v1_027_t031967.jpg,excluded
aug_0529_mouse_v1_028_t033433.jpg,excluded
aug_0530_mouse_v1_029_t034100.jpg,excluded
aug_0555_mouse_v3_001_t000633.jpg,excluded
aug_0556_mouse_v3_004_t003833.jpg,excluded
aug_0557_mouse_v3_006_t005567.jpg,excluded
aug_0558_mouse_v3_007_t006633.jpg,excluded
aug_0559_mouse_v3_008_t007167.jpg,excluded
aug_0560_mouse_v3_009_t007967.jpg,excluded
aug_0561_mouse_v3_011_t010500.jpg,excluded
aug_0562_mouse_v3_012_t011433.jpg,excluded
aug_0563_mouse_v3_013_t012100.jpg,excluded
aug_0564_mouse_v3_014_t012900.jpg,excluded
aug_0565_mouse_v3_015_t014100.jpg,excluded
aug_0566_mouse_v3_019_t017833.jpg,excluded
aug_0567_mouse_v3_025_t023300.jpg,excluded
aug_0568_mouse_v3_026_t024233.jpg,excluded
aug_0569_mouse_v3_027_t024633.jpg,excluded
aug_0570_mouse_v3_028_t025833.jpg,excluded
aug_0571_mouse_v3_029_t026367.jpg,excluded
aug_0572_mouse_v3_030_t027700.jpg,excluded
aug_0573_mouse_v3_031_t028500.jpg,excluded
aug_0574_mouse_v3_032_t029033.jpg,excluded
aug_0575_mouse_video02_0000.jpg,excluded
aug_0576_mouse_video02_0001.jpg,excluded
aug_0577_mouse_video02_0002.jpg,excluded
aug_0578_mouse_video02_0003.jpg,excluded
aug_0579_mouse_video02_0004.jpg,excluded
aug_0580_mouse_video02_0005.jpg,excluded
aug_0581_mouse_video02_0006.jpg,excluded
aug_0582_mouse_video02_0007.jpg,excluded
aug_0583_mouse_video02_0008.jpg,excluded
aug_0584_mouse_video02_0009.jpg,excluded
aug_0585_mouse_video02_0010.jpg,excluded
aug_0586_mouse_video02_0011.jpg,excluded
aug_0587_mouse_video02_0012.jpg,excluded
aug_0588_mouse_video02_0013.jpg,excluded
aug_0589_mouse_video02_0014.jpg,excluded
aug_0590_mouse_video02_0015.jpg,excluded
aug_0591_mouse_video02_0016.jpg,excluded
aug_0592_mouse_video02_0017.jpg,excluded
aug_0593_mouse_video02_0018.jpg,excluded
aug_0594_mouse_video02_0019.jpg,excluded
aug_0595_mouse_video02_0020.jpg,excluded
aug_0596_mouse_video02_0021.jpg,excluded
aug_0597_mouse_video02_0022.jpg,excluded
mouse_v1_012_t013833.jpg,excluded
mouse_v1_014_t017167.jpg,excluded
mouse_v1_017_t020633.jpg,excluded
mouse_v1_027_t031967.jpg,excluded
mouse_v1_028_t033433.jpg,excluded
mouse_v1_029_t034100.jpg,excluded
mouse_v1_013_t015033.jpg,excluded
mouse_v1_016_t018900.jpg,excluded
mouse_v1_011_t013433.jpg,excluded
