filename,source_video,timestamp_seconds,sharpness,brightness,sha256,annotation_status,label_policy
camera_v13_001_t001650.jpg,cup_horizontal_multienv_20260831,1.650,373.83,127.30,b0e387cdf5f1691fc88e817891abe8d3ce01e3d8ca357ff907a617426deccb39,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_024_t046050.jpg,cup_horizontal_multienv_20260831,46.050,474.98,138.12,865cb5e16910f5d583aa47061d6e2656f4c7f6c325edc85a4db1d7d30cdbdcfd,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_025_t046550.jpg,cup_horizontal_multienv_20260831,46.550,532.03,138.10,8258b62ba4e7a2edcae5fd6f302c4107cdfad97b7abdcf475280487dc8418df6,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_026_t048550.jpg,cup_horizontal_multienv_20260831,48.550,361.20,131.49,c8b3ad2d51044337b9b42131bd4235484d9d2d56989379c1a3319d1731772ba5,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_027_t050150.jpg,cup_horizontal_multienv_20260831,50.150,462.08,136.69,21d2f58e3e352066ff39f3222c6991ba0ca4f482fd946b2714a6c99afb5cbfae,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_028_t053050.jpg,cup_horizontal_multienv_20260831,53.050,349.79,150.64,e457a19b1214fcb9fa745978077d2f99be0dde0e7b5d0efe13c244acfec1271b,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_029_t054150.jpg,cup_horizontal_multienv_20260831,54.150,310.39,145.24,871b504af80285c22f144b9c51db17a8f3f91257379c2d90b92c23fb5199492c,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_030_t057250.jpg,cup_horizontal_multienv_20260831,57.250,302.44,147.13,2a19dbec33849dda0e5c48a7ec82cf550304b17044ebad340d5f5a1dea40ac4b,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_031_t057750.jpg,cup_horizontal_multienv_20260831,57.750,314.61,143.30,13ced0ff4524dceb2c12823043138204d5bcf4a4e50338c0b4dea875c2e478cd,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_032_t059950.jpg,cup_horizontal_multienv_20260831,59.950,304.30,144.84,0390862b1616f089275dbf4badb59db792310f0ee07804a08171363f553c1cc0,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_033_t062350.jpg,cup_horizontal_multienv_20260831,62.350,96.43,146.11,f9262e4107fc7c4b13a56bb1a766a5618162d11ccdc419ff0d153e3942ada1be,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_034_t065050.jpg,cup_horizontal_multienv_20260831,65.050,285.29,137.96,68f504cc16c7b30cd20f271ba85eb1b2c304fd90e9ba37178e6b746c03e928d1,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_035_t066350.jpg,cup_horizontal_multienv_20260831,66.350,480.35,138.95,348ee5447a206c6ad8aa05ba17cf9d8e5bbb3bf611d2c18896cc3b84ac4b8bee,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_036_t069050.jpg,cup_horizontal_multienv_20260831,69.050,79.01,136.47,5e494223450eda515050ca0b0a0e79c16e72685bf56a0560781a6bfd81f1e011,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_037_t070150.jpg,cup_horizontal_multienv_20260831,70.150,752.89,115.34,810ff784f846e20053257b7069e8308cfd0da36118a11f204ac759f4c6936afd,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_038_t071350.jpg,cup_horizontal_multienv_20260831,71.350,1131.25,149.02,d3bdc83cecf705f8b8941429eaa46b050771917829974fff68c4b507c03d9bb2,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_039_t073350.jpg,cup_horizontal_multienv_20260831,73.350,162.67,151.87,9e906f63c65f2a901bd67af9511621535941deff883f45d7cafba3ee70eb9c57,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_040_t075650.jpg,cup_horizontal_multienv_20260831,75.650,507.28,154.44,e33a305cc9a66306c9bd7a4574889e0fbbc4eb81d6845072cf6408132211b040,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_041_t076850.jpg,cup_horizontal_multienv_20260831,76.850,11.39,125.95,cfe9c364eade69f5fdc60f418d74315c72520d194501a167e5e82fe24257cefa,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_042_t080350.jpg,cup_horizontal_multienv_20260831,80.350,137.60,145.22,194a88b6d22dc8098aab231192cb17c5465160a7299b0ef78489bcd84de06cbb,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_043_t082350.jpg,cup_horizontal_multienv_20260831,82.350,802.72,137.99,f42ec582773d52bca05409e22b473f94cc8f8bdfea6de7f0846ad6c5acd91bdf,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_044_t083650.jpg,cup_horizontal_multienv_20260831,83.650,725.55,111.18,1ee2bbade535430a1b2e4adfcd559af46b465ca6d390cfe4578a06a0ec2d6be0,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_045_t086150.jpg,cup_horizontal_multienv_20260831,86.150,794.99,153.15,e0b967fb588766f57f66708bda0374a3a3fbfb717bda608573273eeb881936d0,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_046_t087150.jpg,cup_horizontal_multienv_20260831,87.150,493.48,131.86,8c41f1d985321dff8d38db104e8560d931c620c52a6580c18ca775789b86a112,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_047_t088250.jpg,cup_horizontal_multienv_20260831,88.250,286.68,111.87,78f51aa07f3e6b4b03a6ad9d5f537d3abf2edf9c319c1657dfe3f1b1a5322906,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_048_t090250.jpg,cup_horizontal_multienv_20260831,90.250,152.84,121.26,97dedb30f28bee33a26b5faa38e0ada7e86922b6e705b2b462753ae237c76035,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_049_t093850.jpg,cup_horizontal_multienv_20260831,93.850,675.98,143.52,8fdcb8150cf4e16c2811dc747729132c7010e8b12a4391928c9c557fa8d2bbda,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_050_t094450.jpg,cup_horizontal_multienv_20260831,94.450,838.08,144.02,fa3a579c6e6f1b282dbcba4cb72874fcbbc91e9d2c1241b36162482e8f32a728,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_051_t097350.jpg,cup_horizontal_multienv_20260831,97.350,421.01,129.58,af0b603208fe17381a4af7c32f1a12256e02a2089e4ed2302fcfb29666e40b2a,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_052_t099550.jpg,cup_horizontal_multienv_20260831,99.550,112.53,160.17,c79ee15e8be1eb0f651dc8539f76c7bffebcdf783165feafcf4594edae71604b,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_053_t100050.jpg,cup_horizontal_multienv_20260831,100.050,431.05,145.25,2855d6573ce670aef3bb3cee3af0abd03e1fcb4729c28d0660b227ff75850e94,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_054_t101550.jpg,cup_horizontal_multienv_20260831,101.550,23.26,105.30,665f627b3c8de3825b86fc0f5dbb5abe91400a1e74c999c612ffdb2a20838dea,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_055_t104850.jpg,cup_horizontal_multienv_20260831,104.850,17.88,140.01,ad14d133c54932e75015ad7c02ff0c8f588584bc34e75eea55673fc7db169fa9,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_056_t107050.jpg,cup_horizontal_multienv_20260831,107.050,294.88,118.75,9fcd5b0b1b9aa7f9da4c0b2c04c9a916a7006edbbc99c101b1f81288b7b22195,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_057_t108550.jpg,cup_horizontal_multienv_20260831,108.550,1440.69,140.92,7ef7006d9ec02958a991e767346f5816e2b3d2de95d8e4b497dcc87977d9ca41,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_058_t109550.jpg,cup_horizontal_multienv_20260831,109.550,419.98,111.88,2800d3313ee0223dcbc404f937687ea67e9c74e566bdce5920b8c3de0aa1abe7,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_059_t111750.jpg,cup_horizontal_multienv_20260831,111.750,658.73,138.91,41626e5421ba612a4dfe064f62d60c8769cd210ce066bae6d9e1a71d07a40bab,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_060_t113450.jpg,cup_horizontal_multienv_20260831,113.450,30.23,192.46,f00595f09f3695b72548c42c0905453d8d49cb56cf08ca9e6e34cf1367cf8bf0,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_061_t116650.jpg,cup_horizontal_multienv_20260831,116.650,149.08,135.60,fcf6856bc5f025eb8843c2a3a33885d81375a9be053d4ca42924881ee89adc18,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_062_t118350.jpg,cup_horizontal_multienv_20260831,118.350,348.87,137.53,f9bbf4e7cd06380a5aab05f1dc941dbdcbb2e7151bba40cd3071930c441f0c49,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_063_t120050.jpg,cup_horizontal_multienv_20260831,120.050,1027.81,123.90,01c279edc4ae2bad1f505146e8098701c6bc51ab2aa478d62bb7db23750cf6a5,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_064_t121050.jpg,cup_horizontal_multienv_20260831,121.050,668.53,148.28,a15db1c1ac9305bb8409afee54ef4ddb7255908c700e4ec5eaecf7b40c1e7964,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_065_t124050.jpg,cup_horizontal_multienv_20260831,124.050,12.61,169.35,3c184888d6f9bfe2e417cc75048bddaccaa4bbac62228923437c52c8e80313f8,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_066_t125950.jpg,cup_horizontal_multienv_20260831,125.950,163.70,134.18,85260960df511fbe52628f21cb1ac33e297b86e3bc054452f35b775dc9cf88ea,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_067_t128050.jpg,cup_horizontal_multienv_20260831,128.050,289.74,143.98,28bc05c2ba7a4acf7d2d94629da39666e3cfc0d0f407fe8340b7f6fbcdf5b5f2,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_068_t128250.jpg,cup_horizontal_multienv_20260831,128.250,120.53,144.00,e5531a46688cd2813331dbebbed4afad794597435095f459d81a2f0b2093d9e9,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_069_t130450.jpg,cup_horizontal_multienv_20260831,130.450,214.12,148.63,b457f18a0df148584821ebcf416bcdfa8065ad6f7315ddecda1891e1fc9013b9,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_070_t132250.jpg,cup_horizontal_multienv_20260831,132.250,22.63,119.63,5a595d9c6e42f4acf3f92be752ed799d96167ad98c9856143ea8788b0cd360cd,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_071_t135350.jpg,cup_horizontal_multienv_20260831,135.350,541.06,147.60,6b1cf8104db0f759a09e05a5fd02179578e705828264f4e7865a45dceb88b7e1,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_072_t137450.jpg,cup_horizontal_multienv_20260831,137.450,541.82,151.77,b9182f7238a06447a7d7fbd49cfb2c832f9b3c2299b403f50043df2639997fba,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_073_t137950.jpg,cup_horizontal_multienv_20260831,137.950,491.00,149.86,5a3a9d7fe96b8c3ce9e6930ed69769acf9756eb68b74a386575c4f6ff4aa386e,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_074_t139650.jpg,cup_horizontal_multienv_20260831,139.650,111.45,116.81,27d7d8ac8ac8af559018c58585493400b306e21b57df7d36bd8a12cfc9a503c4,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_075_t143150.jpg,cup_horizontal_multienv_20260831,143.150,410.19,136.78,cdc3311eb033520e94082231088351ac25224bdeb7788726b3eeaaccbf48f9ed,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_076_t145150.jpg,cup_horizontal_multienv_20260831,145.150,332.11,139.67,cc7e41b7b7c8568def25d2670da8eb2a94141327871ea1d83bef3a29853733da,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_077_t145550.jpg,cup_horizontal_multienv_20260831,145.550,844.85,138.12,b8262ac30e4e9fd96f6bdfd271c9eaf6ef816009c2b7f8f41e1439c979f1f3d5,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_078_t147150.jpg,cup_horizontal_multienv_20260831,147.150,136.81,146.10,ccd1553fbb624e6eecda72fa50a18b35f77b75d47c2a3721fb2b3521608db774,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_079_t150350.jpg,cup_horizontal_multienv_20260831,150.350,1157.94,144.14,d97595fa491eb82a5bcd519befaef5c80cf5ada2d57f5ae59c3950b0d3f5f083,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v13_080_t152650.jpg,cup_horizontal_multienv_20260831,152.650,58.80,132.91,16e1d518879dcbb06e518ae067096ca06e53d3cd5877dde7cf5f6038cef483c5,annotation_required,draw every visible mouse and cup; leave no-target frames empty
