filename,class_name,source_video,timestamp_seconds,sharpness,brightness,sha256,split,box_count
cup_v2_023_t027833.jpg,cup,cup_v2,27.833,32.65,115.41,0a9c4f43e03130689139079c0106baa3049bc10888e9593ddaa59d933a040e2b,train,1
cup_v2_024_t029167.jpg,cup,cup_v2,29.167,38.22,117.81,5238d986945093031e7a729b3d854ed3ede4d9ea9cf3f7013df996b7db813c58,val,1
cup_v2_026_t031833.jpg,cup,cup_v2,31.833,16.18,121.14,5d7b83abc5d4b93fa7bf4d3660709d1bfd75568e43ff029d64138de7ce43cecc,test,1
cup_v2_027_t033033.jpg,cup,cup_v2,33.033,22.78,119.09,fcab773765c496968860f0fadc354dfc3a05b1778f270b6ca0a4e6f256d97e8f,train,1
cup_v2_028_t034633.jpg,cup,cup_v2,34.633,13.88,121.55,b2c2b96a09c85337729b399a961ad4b1784ccf27f4d6dcda54c012deeca85b13,train,1
cup_v2_029_t035700.jpg,cup,cup_v2,35.700,8.07,124.81,32d1e34e5ad6f950f4577db9a7612879c057b683637e91503662d8af442044fd,train,1
cup_v2_030_t037567.jpg,cup,cup_v2,37.567,9.35,161.65,d57d92d20ede2141d855082807a83e89fa131d59644921de09c65a054d9894a8,train,1
cup_v2_031_t037967.jpg,cup,cup_v2,37.967,12.79,157.50,9b44644b1356e7de4097aa9fba8bb473ef17b9effe2b150675e9bf14e4dbfd03,train,1
cup_v2_032_t039033.jpg,cup,cup_v2,39.033,7.57,152.90,df53f4c8781e02563fc54869d4a0b4fd370685b43d0bc4926e0594ef40ba8f5e,train,1
cup_v3_001_t001833.jpg,cup,cup_v3,1.833,99.26,117.38,050812ffb6283cbb4ded14e4cb741a2e36e72ee876a69e151cceadf158771037,test,2
cup_v3_002_t003033.jpg,cup,cup_v3,3.033,138.16,116.18,5fb5c7d8d194f561e9aefd654760baec3b0e6ec055629402c619c3d9c1e5b4af,test,2
cup_v3_003_t004100.jpg,cup,cup_v3,4.100,156.29,108.83,9b0e64146cb74f61073488ae696d3d99aaa6e4bd53de22bc58781302800ad8df,train,3
cup_v3_004_t005033.jpg,cup,cup_v3,5.033,176.30,111.81,0b0eb2d8cb934cd3cf6a119df800d01ee0fe67fa2fdc92ffac603a4fa9072e84,val,2
cup_v3_005_t005833.jpg,cup,cup_v3,5.833,189.97,121.97,56ac926d55ae1cbfe6ef17ced2adcb22b71736a614c176571bd11bfd423cf195,test,2
cup_v3_006_t007300.jpg,cup,cup_v3,7.300,159.03,110.72,5d8d4a435d74db1e4fd75246630d4e1b6d634cdf508332683a0bae2ace242f49,val,1
cup_v3_007_t009033.jpg,cup,cup_v3,9.033,140.01,118.25,8c55af55cba2103c592ef38a4a9a6a702f4d2c8e10d52f7519b418c68c74258b,train,1
cup_v3_008_t010367.jpg,cup,cup_v3,10.367,109.45,117.45,8e95411b5041f21e8d85fdac1b8d133fe9926c3ae5a2ded473ec2a587787601d,val,1
cup_v3_009_t010633.jpg,cup,cup_v3,10.633,90.80,109.39,51e3a5c507bce596e3b69246ceb484e767e1a40c9890f5a7da3c18219408eedb,train,1
cup_v3_010_t011967.jpg,cup,cup_v3,11.967,54.32,118.90,27b32fcf02a7a40c09588edc71303a5684599c5f23efd95ab58db241bcc5ff3c,train,1
cup_v3_011_t013300.jpg,cup,cup_v3,13.300,51.16,111.46,5c4c84230c9438762135d19d19598175c3619b013110594238b2db09fb8d388a,train,1
cup_v3_012_t015033.jpg,cup,cup_v3,15.033,16.89,117.94,8a22165420499810e6d9b86e4fd0f8c686177393957a86c402b87cbc03537652,train,1
cup_v3_013_t015567.jpg,cup,cup_v3,15.567,15.29,118.36,eefeb731ae0a0f3b9028f1563343b2ffa36aba25d87cee57a48c396f92d5a188,train,1
cup_v3_014_t016900.jpg,cup,cup_v3,16.900,14.03,111.31,02307c7299934385f5087d322f106ca87415c22f3927661f433ba49794064080,train,1
cup_v3_015_t019167.jpg,cup,cup_v3,19.167,13.62,114.16,cde36ec05cd17a5ffd203d693aee641a15ed63610f499a6b84af1bf1580de03c,train,1
cup_v3_016_t020100.jpg,cup,cup_v3,20.100,27.75,109.81,2f60177670e493851e66a95447c89b1fe3c6834b1ffc08bf651ba1880d34e18d,train,1
cup_v3_017_t020900.jpg,cup,cup_v3,20.900,21.67,115.99,dad08efb1ff35fbbc3764df14cb7b177056a0edc354ace886f8ec3a8825d58dc,val,1
cup_v3_018_t022100.jpg,cup,cup_v3,22.100,22.71,114.48,42bf5d2bc24a9118b75ecf30cf055d57ed4e7a6345aa54caa94415df94509cce,train,1
cup_v3_019_t024233.jpg,cup,cup_v3,24.233,60.92,112.27,e2e850186061f6e9cb3e7e338b74f073727ed6d89b2d8cc946f5566728dd69ee,test,1
cup_v3_020_t025433.jpg,cup,cup_v3,25.433,73.83,110.61,328d1a78557dd0ae2236d0707014024d7f6076d9ca19cf7ce4d90d3d214fa888,train,1
cup_v3_021_t026633.jpg,cup,cup_v3,26.633,76.58,115.43,3cc7d6ec35af60e1edf13d60ef177092761e464e67a4ea7c1e512bd88bae2c28,val,1
cup_v3_022_t027833.jpg,cup,cup_v3,27.833,81.88,116.42,c6e29cdc10f45f556c9cfacfcfc7f7e665d8b32528a13e60f2040bf7e4b85108,train,1
cup_v3_023_t028767.jpg,cup,cup_v3,28.767,65.40,111.22,7afa9656c605a72e7e961a0d3d752026cc894b838da45ae9075c6ce415246540,train,1
cup_v3_024_t029300.jpg,cup,cup_v3,29.300,23.05,111.69,6637f606ff38836ef50df5b556764900cce07b09863e7c628efeed00ac458970,train,1
cup_v3_025_t030633.jpg,cup,cup_v3,30.633,12.04,118.24,26b09230ba0ae873b4cb8cead87c36c3075839fff8f9acc2b5146b72ddce2a77,train,1
cup_v3_026_t031967.jpg,cup,cup_v3,31.967,9.36,122.97,e340d069221a493bfd3206c4bd1fcd1d81685b6d771925dc8d59423f3715af12,train,2
cup_v3_027_t033300.jpg,cup,cup_v3,33.300,19.51,119.82,ffa2e8520ad2da6a332e9d7c3de4b1f9956219db7482e5273e44c1b1c125afc1,train,1
cup_v3_028_t035433.jpg,cup,cup_v3,35.433,23.95,110.35,d1cf04228aa1560c8442fb324de994dd40cd1172aa11f8667d0f185eaa7d6e8b,train,1
cup_v3_029_t036367.jpg,cup,cup_v3,36.367,127.80,112.35,b11ccf2136413ab23b35e570aca978eb7a2e364c6b86cbb2d5ae37e9551a9c3a,train,3
cup_v3_030_t037700.jpg,cup,cup_v3,37.700,18.56,145.28,402bd9b05837b1adc94705af137cc77c33bd5dfa1884763087552163820a6b6b,train,1
cup_v3_031_t039033.jpg,cup,cup_v3,39.033,85.46,145.12,2162ec89c549b98ed09891b91ff7d1980f553f3ffe00430c2f5f03e2a2d304d5,val,2
cup_v3_032_t039567.jpg,cup,cup_v3,39.567,34.80,146.63,ad68885111eddafe20bdcbb376c44607b00e3d6100b57c50ecec01a98f7f3898,train,2
mouse_v1_001_t000767.jpg,mouse,mouse_v1,0.767,16.93,138.90,cb46fa67ff230975aca066b0391977d5a179d4f9f1844108441443e656edb304,train,1
mouse_v1_002_t002633.jpg,mouse,mouse_v1,2.633,9.02,141.04,8cc16b0b5283e5fdc7cd0ec548cd7ba0dce13d0afd38646b752b7d707f57c279,val,1
mouse_v1_003_t004100.jpg,mouse,mouse_v1,4.100,11.74,141.99,7445eefc71981dc0ce4da6983330b8cec0a58ec5c6a4b87e0a37187e9ad162d7,train,1
mouse_v1_004_t004900.jpg,mouse,mouse_v1,4.900,14.10,152.75,741d73e7e3dc36d1ef8ccf3c8e3062b9bce1a0e5a30dc640b83d4710217cec45,val,1
mouse_v1_005_t005700.jpg,mouse,mouse_v1,5.700,12.86,149.20,c9dba3c4d5f6c36063c7c92f483b72c4a9846e13408788e203bc38c66d7bb485,train,1
mouse_v1_006_t007167.jpg,mouse,mouse_v1,7.167,7.43,147.79,722897994d6e2cf58eea84bc305b47562ea7f76c29622a03edca131d53232603,train,1
mouse_v1_007_t007967.jpg,mouse,mouse_v1,7.967,7.54,140.74,0b1d6206bf237a246220024b351958ba3135f8cba9c2a1eb8984303388738cca,train,1
mouse_v1_008_t009033.jpg,mouse,mouse_v1,9.033,6.21,143.01,41a76153cc848d5a57e34193d2f51e1c83adcf6ed7090758ca0d09c25e6e110b,train,1
mouse_v1_009_t010633.jpg,mouse,mouse_v1,10.633,7.50,153.10,78fb7b878185a6a91d977ff2c6aff99224fcf452102fbd7765798d59ce13f8b6,train,1
mouse_v1_010_t011300.jpg,mouse,mouse_v1,11.300,5.94,149.61,4f22f7d8245a0338b3bed0b88f0aca3d4c292d62e4cd18bdc1ad7a9af90f11d3,train,1
mouse_v1_011_t013433.jpg,mouse,mouse_v1,13.433,3.98,136.23,62bbb1f1851dec5581e830cce4cac86dfe242f7fdf8696f4b056b5764d87cb2d,test,1
mouse_v1_012_t013833.jpg,mouse,mouse_v1,13.833,5.89,139.02,73577e4b7ff064e4fe0f8eb9d62d69dd8aea0ceff736644e7db55fbd09c5a2b9,train,1
mouse_v1_013_t015033.jpg,mouse,mouse_v1,15.033,4.92,135.65,c9feaf6ea9f71372a954a371c8759ead45a6b822b4d46176fd623b5df3d40624,val,1
mouse_v1_014_t017167.jpg,mouse,mouse_v1,17.167,2.81,138.33,02761eb06139ec84b5ce8297200fbac86c9df4261868c693d5e0fb18582578ab,train,1
mouse_v1_015_t018233.jpg,mouse,mouse_v1,18.233,5.27,136.25,bda658b4763f8954e681523024ea2733ab058503107a0a5c4d1c91f009a36c34,val,1
mouse_v1_016_t018900.jpg,mouse,mouse_v1,18.900,6.75,136.16,38710984c4bc782967a2b050e6b22029270847ae92d769a4684b20c424088c05,val,1
mouse_v1_017_t020633.jpg,mouse,mouse_v1,20.633,6.24,141.92,db09b8195b5dc8cc07e0592db7d643da52f798fd3edf23737e1c48f20c1e811e,train,1
mouse_v1_018_t020900.jpg,mouse,mouse_v1,20.900,6.49,148.25,54074439b9b30bb1d3307189609ee3d54e30683eae428c91ff4c7e8471fea67a,train,1
mouse_v1_019_t023167.jpg,mouse,mouse_v1,23.167,6.54,142.31,17a6315a99a4f80ec378a3af403ad4e3e4eedfe92e31f7a6181f8df176ca0493,train,1
mouse_v1_020_t023967.jpg,mouse,mouse_v1,23.967,9.78,137.83,6321fd122096ddb713e0effc5096670740feac325c4251be5e7b030ab7abe341,train,1
mouse_v1_021_t025300.jpg,mouse,mouse_v1,25.300,13.01,140.40,73eec83caedd3007315e28a4929d7683620c7ebf229d6645ddcd350fda42cfdd,train,1
mouse_v1_022_t026100.jpg,mouse,mouse_v1,26.100,7.68,139.81,404db12ad3da6deda58d0c6f44100829965c20cd271cd8d768a8402768c39cf2,val,1
mouse_v1_023_t027033.jpg,mouse,mouse_v1,27.033,7.35,134.66,2bbca9b1bc4c11b409ac5e1c268420eb79250e8b1d180cdafeffbe35ae72a2b1,train,1
mouse_v1_024_t028367.jpg,mouse,mouse_v1,28.367,7.00,139.50,f7c06089ae395196d73fa48413824027fb741c46059ed30d579746973f70b21e,train,1
mouse_v1_025_t029433.jpg,mouse,mouse_v1,29.433,4.95,129.38,b73ab7241eb83596cec7f70d35c5447475b236b1e7622dcfcd62fee08a6db9a3,val,1
mouse_v1_026_t030500.jpg,mouse,mouse_v1,30.500,3.71,131.24,2f6e919b2942f2db46589952b5e4dfdee2cd642261ba44f6562b790f116db31a,train,1
mouse_v1_027_t031967.jpg,mouse,mouse_v1,31.967,6.13,138.28,5732b0535f791fa28888c6dd626e724916ae7bd7c72c0c4973a3799b11a82c06,train,1
mouse_v1_028_t033433.jpg,mouse,mouse_v1,33.433,7.21,136.03,f6e4a2412d72c8eed36c118b7647ec110fc1bd9769eb7bc582e212703f98912f,train,1
mouse_v1_029_t034100.jpg,mouse,mouse_v1,34.100,14.19,139.47,b2575c8460fd187745ac57e46c9e5daf8f1a3fbf43b9a9c0431d04411edd4068,train,1
mouse_v1_030_t035300.jpg,mouse,mouse_v1,35.300,8.40,144.79,2358f23e4e9f42900c18bd0d1bc4eb30a3a4e77ab56dbad08198e7ca4365636b,test,1
mouse_v1_031_t037033.jpg,mouse,mouse_v1,37.033,4.45,142.59,416a0d1f3fdbf1f129d224e2a11b513917c25bc3cf99b59208f4594c720d60eb,train,1
mouse_v1_032_t038367.jpg,mouse,mouse_v1,38.367,6.96,126.93,2f1fd9dd79828326848101798dde98d321fd2fb4250f102229c956100348e9e2,train,1
mouse_v2_001_t000500.jpg,mouse,mouse_v2,0.500,10.82,147.13,224e6abef1ee7a66965b1d2e28dfdda1cff50e672332bb8ff9e838ea947f7b86,val,1
mouse_v2_002_t001833.jpg,mouse,mouse_v2,1.833,7.45,146.36,264dec160f6e0cfebc4348469b30ac748698473aa190e6fa60ef02918dde307f,train,1
mouse_v2_003_t002633.jpg,mouse,mouse_v2,2.633,9.22,144.79,e014a2de8d0459fec5b0cc76189c4c5cc6a19570a56abbde8c7717438f9dbfd9,val,1
mouse_v2_004_t002767.jpg,mouse,mouse_v2,2.767,7.84,143.63,c41e8712793e85567baddbb674a09c6f67c9029b578e474cfc8b20cb43143df1,train,1
mouse_v2_005_t003967.jpg,mouse,mouse_v2,3.967,5.06,159.03,7ca7e59f7c7be931c2a35ebfa46881209ae8e153006ca92db9ce246e29aad691,test,1
mouse_v2_006_t004500.jpg,mouse,mouse_v2,4.500,7.73,157.91,4ae2810ae6f063d5e58e8b758d0c13415da3426ea10fd7ee03ace8284459940e,val,1
mouse_v2_007_t005033.jpg,mouse,mouse_v2,5.033,4.56,151.39,13f0df2af3d3bd6350920d1928c00bd18c3141204698554ae1abc27cc906c1ad,train,1
mouse_v2_008_t006100.jpg,mouse,mouse_v2,6.100,3.63,145.43,6f37b7e026fa80a07d098b822b654552cb77d4799f4d6205630a3a6401400a3e,train,1
mouse_v2_009_t007033.jpg,mouse,mouse_v2,7.033,5.86,146.33,e020dbb7782229f201c0d8ff55d47ff919faff93aa068795cb985f8073db3e9e,test,1
mouse_v2_010_t007833.jpg,mouse,mouse_v2,7.833,3.61,143.53,94ed703e3e94e34937fe65729632bc2808f4ef2fa3bd4250d7f865854eba0e06,train,1
mouse_v2_011_t007967.jpg,mouse,mouse_v2,7.967,4.54,141.74,e61aae015ee1a8cc4f4cd437c12775103d16005762266aa9bd784ebc8683b906,val,1
mouse_v2_012_t008900.jpg,mouse,mouse_v2,8.900,5.15,133.70,d0758aca551662d2329f8de72f9c9c2ba3ac06e3f60e0e4621463a1e8b0f0841,train,1
mouse_v2_013_t009433.jpg,mouse,mouse_v2,9.433,7.67,116.87,a843232ba379d037b84596dea51ae6e2e0f7884d25e4319adedf46b1943b13e9,train,1
mouse_v2_014_t010233.jpg,mouse,mouse_v2,10.233,5.36,117.21,c51caa15ffe6c9f4dfe4b6df2d032931a7ff437ad5f6e4be8c8fc3e802a5f4c8,val,1
mouse_v2_015_t011433.jpg,mouse,mouse_v2,11.433,6.19,133.78,0a3822d83a6e7ac075cb5999ddd3616db574214db375f1c710a156fb89b674e3,train,1
mouse_v2_016_t012233.jpg,mouse,mouse_v2,12.233,8.18,149.04,ca029ca0cfc3c3adbc97dae9256a151ea077e5f2ec9ba5852cbd8adbee54017a,train,1
mouse_v2_017_t012767.jpg,mouse,mouse_v2,12.767,10.36,153.10,2b9b855b593141bf6d3d55595550cae5e0d392c18d414076830eaf4ae4671475,train,2
mouse_v2_018_t013300.jpg,mouse,mouse_v2,13.300,9.40,161.14,9c004bf2639e1cb73759abcd285e0fc9db28686b28e4bd43e8dba0a22e66858c,train,1
mouse_v2_019_t013833.jpg,mouse,mouse_v2,13.833,7.40,158.87,a695df5a786b4a0335f8a42e4ddbb1bd974175c766e5f272c8c329019ceb642c,train,1
mouse_v2_020_t014633.jpg,mouse,mouse_v2,14.633,5.97,147.38,e0f1602e9e23b82b57ebdc2fb9611202e9f43707d65fc02b0d3a3ab2acf06653,train,1
mouse_v2_021_t015967.jpg,mouse,mouse_v2,15.967,28.56,131.71,cac0b90dbb07c3fa96d09091021e50114663f3388a99affb139b5c206bc21f9a,test,1
mouse_v2_022_t016367.jpg,mouse,mouse_v2,16.367,21.53,130.45,02fcd1510b86b0c916eeae4388dfdba449ba26c8f9a11e4c915eeeffc0a90ce7,train,1
mouse_v2_023_t016900.jpg,mouse,mouse_v2,16.900,19.52,130.38,499e4d9351af58ae17e4d2dad747ff3dce53ddf90330c8147d7121b7cc7b6ad7,train,1
mouse_v2_024_t017833.jpg,mouse,mouse_v2,17.833,27.45,132.48,feb9e885733a661548abdcb760edecd19b911b46f86519b914b3d4cfcf88f3a4,train,1
mouse_v2_025_t018233.jpg,mouse,mouse_v2,18.233,28.75,134.67,8ce4a9f00fd9943df63da27816d9942bbeb8c08e417bc842be521a52bedcb3a8,train,1
mouse_v2_026_t019300.jpg,mouse,mouse_v2,19.300,13.93,140.61,2c1d4dc186d2b82911f9041e86a70b6e632e4f66bfd633c5657e936dc5a8a8f6,test,1
mouse_v2_027_t019833.jpg,mouse,mouse_v2,19.833,9.71,146.06,30a687654126b15be5a4648dd312d392c1f15e0f0448f6dd73efdfe16132eca9,train,2
mouse_v2_028_t020633.jpg,mouse,mouse_v2,20.633,11.36,151.90,342f21c73ce15958b88600ae51c30ae7e76d810490346a83d1672848b173f0b4,train,1
mouse_v2_029_t021833.jpg,mouse,mouse_v2,21.833,7.46,122.49,6ddededef945eb5d483b74cea72505f55f3025a64f7bf58b7659fbcc3f04853b,val,1
mouse_v2_030_t022100.jpg,mouse,mouse_v2,22.100,7.02,118.23,43e35b874ee7e89075e3ce40895bf2602a1df1894b65d7fa5ebc5194a9325730,train,1
mouse_v2_031_t023300.jpg,mouse,mouse_v2,23.300,4.87,146.40,1d80053038350575aff7de89d753ddb3cdbda8fd9857efe2bad07fa720448f16,train,1
mouse_v2_032_t023833.jpg,mouse,mouse_v2,23.833,9.51,147.31,136c74eca4ee242391bb43b1e88fd804da86a7f53f7a7837872d2ed459f540a8,train,1
mouse_v3_001_t000633.jpg,mouse,mouse_v3,0.633,7.91,140.89,4dd32b59f8cb52767ea9eedba0debdb26d144e6af709d180b43088c9713573c7,train,1
mouse_v3_002_t002367.jpg,mouse,mouse_v3,2.367,7.13,143.38,d0d6bc6c147e1191aae47269a24584fb31d0d8a6078cf33055e417469892ab6b,val,1
mouse_v3_003_t003033.jpg,mouse,mouse_v3,3.033,6.31,143.04,f0ec676fba5700835f203202f97dec256b134795e6a3e6f3b58631d7eb3ba5e5,val,1
mouse_v3_004_t003833.jpg,mouse,mouse_v3,3.833,6.13,140.54,0e53492980fade6bef99ca72411d3e9c6763b918cea9c4926bad178143d41137,train,1
mouse_v3_005_t004633.jpg,mouse,mouse_v3,4.633,5.69,138.83,58ee545fd9242e965738bac2df78c238d18d89ee61e035e4a3c92645c348a2bd,val,1
