filename,source_video,timestamp_seconds,sharpness,brightness,sha256,annotation_status,label_policy
camera_v10_001_t002450.jpg,external_camera_20260831_v10,2.450,106.30,128.12,35a6f7a6d6e9177c28cdded4a630323876350d7bed82e508f7f534d06f2d29fa,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_019_t045250.jpg,external_camera_20260831_v10,45.250,1025.35,127.92,c617b2fe47181fc41304b0b34f2e7063977da983885b5bb489aacaeba68f0860,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_020_t048750.jpg,external_camera_20260831_v10,48.750,1361.30,119.62,d62b2ccfacaa870cca912fe528e6af39e979572c9539ba57ce7e9a2d8db35776,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_021_t051450.jpg,external_camera_20260831_v10,51.450,1338.18,123.22,c56172a0c25436fab64dbc0fbad15302fbe9b3256055273a7db544d525e8bdc5,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_022_t054150.jpg,external_camera_20260831_v10,54.150,1535.53,130.90,1b9eb40ee4fcd8d9a06e701640caae1031d99e5bf9e881abdb5d188a9facc3b8,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_023_t055050.jpg,external_camera_20260831_v10,55.050,1267.89,128.30,fffcc833e2456ac3f6cc58d56dbe067aab7e8578b8e2d18416b58bf979707daa,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_024_t059150.jpg,external_camera_20260831_v10,59.150,1424.97,128.98,05d1e430c668ae1fbff7397d7fee6620919ebde2f3c99eca75c65c98b2603434,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_025_t061050.jpg,external_camera_20260831_v10,61.050,1372.72,129.94,85b4fd85544fcb42cf5fcff99c95bc735dde8cc523f177fb7d8d115ebd7aca8e,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_026_t063850.jpg,external_camera_20260831_v10,63.850,612.47,116.51,0dfd5de9475fe001dc9392368abfbd44b605c5f506bc19c89842e81a1692ef79,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_027_t066150.jpg,external_camera_20260831_v10,66.150,180.61,160.56,385f0422ba96ef254d1418c58332c2ab17628d2e23d38c967b244644a06ad9e9,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_028_t067550.jpg,external_camera_20260831_v10,67.550,310.66,142.97,82e01341e949463d97acd9bd3f1201657d1e933c42aa76d939196a082cd40b15,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_029_t070650.jpg,external_camera_20260831_v10,70.650,283.26,131.41,bfc9df218db211f026df9debc20a0d358c36a96a635962fca1642805c1571f6b,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_030_t073250.jpg,external_camera_20260831_v10,73.250,318.46,144.54,d12e3b2715bdff71fdec138d5187097ba5e782e4100fb78ea93b40acee09dac8,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_031_t075350.jpg,external_camera_20260831_v10,75.350,316.33,144.06,c53b54ebdc029b03fa26ec73dd898d6e433e74e2d2be88594c7d74d8e56717ad,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_032_t078750.jpg,external_camera_20260831_v10,78.750,387.87,114.97,c21a5c8df48d5c7ed9a0d382ccd7fa7a5c2184e55ca96343e77d7bcf409d92ab,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_033_t080150.jpg,external_camera_20260831_v10,80.150,689.24,147.37,d82b65d225b94a8d4119c173790a051d1a02c8b3bbd372e1332b2858f221b518,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_034_t081550.jpg,external_camera_20260831_v10,81.550,439.62,149.65,74f34d8079d2af0d2810757a3417bfc42433b50c9f9188d964138db8751f3809,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_035_t084950.jpg,external_camera_20260831_v10,84.950,133.56,145.93,14bc77bf34737eb957314182ac658bb0b7176241ae8432cc5242bfbcad288faa,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_036_t088750.jpg,external_camera_20260831_v10,88.750,282.70,139.23,802cf4abaa47d5df0fd78016f612c09443fa82ca821d9740a7069614efa09a29,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_037_t089650.jpg,external_camera_20260831_v10,89.650,297.49,136.35,a56495d7a1fda8838c5cf61c23cd1265acf0ff45b3ac8c5e47ac83f098547f84,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_038_t091950.jpg,external_camera_20260831_v10,91.950,348.59,142.48,5fd761ed216b038baffa16dc540e4b3986d4cc241fa8b3f5cc379173695105ad,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_039_t095050.jpg,external_camera_20260831_v10,95.050,136.42,139.19,3d79ecbbe8ac8f14c9778c81580b47eca8aed4e6eb8768346c563b94d4a08a50,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_040_t096750.jpg,external_camera_20260831_v10,96.750,121.89,152.73,2717a56941d0f6ed16bcaba5edde6fa443634c3bb42857f4bc711d7b829cdaef,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_041_t099850.jpg,external_camera_20260831_v10,99.850,991.53,138.84,a67ebecdf1a5a002baf4dfb83edf06b9ceb495700629df9ff8c058a4d7e652e7,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_042_t103050.jpg,external_camera_20260831_v10,103.050,1474.68,133.18,1b1804ba1ff30740089b26a40345ce6d194fc5c5f7f365ce63f02db9518acb92,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_043_t104450.jpg,external_camera_20260831_v10,104.450,1527.94,132.63,995feacc5cec3a5fe17fd106a78c73028265680fb410552a7cf4c87768325ddc,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_044_t106450.jpg,external_camera_20260831_v10,106.450,1520.16,133.82,fc46102aa94d9da84e68f6c28136cb8807daf0a5ea90ab921e1bbecde3d48c21,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_045_t110250.jpg,external_camera_20260831_v10,110.250,707.54,115.00,091a3552f88298e0a0c97c8dc1c5952b0fd833385df06687327ef572b7d5bd04,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_046_t112850.jpg,external_camera_20260831_v10,112.850,51.30,78.72,74fa6ca1473504ed7d48c11bc82454cdc27ef536e63a073b489e15d4f03c3342,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_047_t115750.jpg,external_camera_20260831_v10,115.750,448.24,127.69,c4c5c68651ab07a8797f11995aa278a4aeb51c16b12fdee9b274c8d87650ec3d,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_048_t117750.jpg,external_camera_20260831_v10,117.750,687.36,118.35,660de22ec63a18325ff08a8d30e0980c80451c2f6f6117a80801d0d36417dbfd,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_049_t118350.jpg,external_camera_20260831_v10,118.350,908.40,115.88,6e5361f3bc70e93b32e92643b3b9607afe35cb3c67af182769f449873e567e3f,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_050_t121450.jpg,external_camera_20260831_v10,121.450,1026.39,119.63,a18bf5f0a926544050c8a0131bed1c0cac1245d0fdfdd2dbd0182f66b7d32977,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_051_t124750.jpg,external_camera_20260831_v10,124.750,784.66,122.76,383af5b632f4769e5f02d5ee7570ebc7ddce3c1896b665a945eea1e26f36b219,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_052_t125650.jpg,external_camera_20260831_v10,125.650,908.14,126.29,bfb6fb4c13e75f16c10e39bd5f8fe1f3ebb2df0d9a2022ea9b2c77084af46572,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_053_t129050.jpg,external_camera_20260831_v10,129.050,960.79,128.38,2d99441ca19564560aa2cfddefa5e1638a1b898bb62b1ffbc78a84f800b440e8,annotation_required,draw every visible mouse and cup; leave no-target frames empty
camera_v10_054_t130650.jpg,external_camera_20260831_v10,130.650,737.78,132.42,9dde5f4edb989ec8ad3360642f9a61ad32629b689f5dd137c7a7ebee1584f646,annotation_required,draw every visible mouse and cup; leave no-target frames empty
